train_cycle,hits_discovered,acquisition_method,architecture,n_start,seed,dataset,enrichment,id
6,5,Similarity,gcn,4,0,VDR,-1.5616061233480176,gcn 4 0 VDR
7,5,Similarity,gcn,4,0,VDR,-1.4468844881575627,gcn 4 0 VDR
8,6,Similarity,gcn,4,0,VDR,-0.8985767311813591,gcn 4 0 VDR
9,6,Similarity,gcn,4,0,VDR,0.4205102112008121,gcn 4 0 VDR
10,7,Similarity,gcn,4,0,VDR,0.3951967720146814,gcn 4 0 VDR
11,7,Similarity,gcn,4,0,VDR,1.118273635247054,gcn 4 0 VDR
12,7,Similarity,gcn,4,0,VDR,1.0581905887500551,gcn 4 0 VDR
13,8,Similarity,gcn,4,0,VDR,0.6694897817155017,gcn 4 0 VDR
14,8,Similarity,gcn,4,0,VDR,0.6370094076070187,gcn 4 0 VDR
15,8,Similarity,gcn,4,0,VDR,0.607534787214628,gcn 4 0 VDR
0,3,Similarity,gcn,4,1,ALDH1,0,gcn 4 1 ALDH1
1,7,Similarity,gcn,4,1,ALDH1,-0.23041411550240554,gcn 4 1 ALDH1
2,20,Similarity,gcn,4,1,ALDH1,-1.7263258837515858,gcn 4 1 ALDH1
3,31,Similarity,gcn,4,1,ALDH1,-1.865519257716008,gcn 4 1 ALDH1
4,49,Similarity,gcn,4,1,ALDH1,-2.659706852297692,gcn 4 1 ALDH1
5,63,Similarity,gcn,4,1,ALDH1,-2.6897848717243247,gcn 4 1 ALDH1
6,75,Similarity,gcn,4,1,ALDH1,-2.4147243405278846,gcn 4 1 ALDH1
7,90,Similarity,gcn,4,1,ALDH1,-2.4273288403503517,gcn 4 1 ALDH1
8,96,Similarity,gcn,4,1,ALDH1,-2.0620075599682903,gcn 4 1 ALDH1
9,102,Similarity,gcn,4,1,ALDH1,-1.707772243699719,gcn 4 1 ALDH1
10,106,Similarity,gcn,4,1,ALDH1,-1.3009055355661767,gcn 4 1 ALDH1
11,110,Similarity,gcn,4,1,ALDH1,-1.1312113965185044,gcn 4 1 ALDH1
12,116,Similarity,gcn,4,1,ALDH1,-0.6593167617625006,gcn 4 1 ALDH1
13,126,Similarity,gcn,4,1,ALDH1,-0.4222854629316637,gcn 4 1 ALDH1
14,132,Similarity,gcn,4,1,ALDH1,-0.3492258265453776,gcn 4 1 ALDH1
15,148,Similarity,gcn,4,1,ALDH1,-0.2652733244279828,gcn 4 1 ALDH1
0,1,Similarity,gcn,4,1,PKM2,0,gcn 4 1 PKM2
1,1,Similarity,gcn,4,1,PKM2,0,gcn 4 1 PKM2
2,1,Similarity,gcn,4,1,PKM2,0,gcn 4 1 PKM2
3,1,Similarity,gcn,4,1,PKM2,0,gcn 4 1 PKM2
4,2,Similarity,gcn,4,1,PKM2,-0.6349143435748567,gcn 4 1 PKM2
5,2,Similarity,gcn,4,1,PKM2,-0.58237827867483,gcn 4 1 PKM2
6,2,Similarity,gcn,4,1,PKM2,-0.5378719947776339,gcn 4 1 PKM2
7,2,Similarity,gcn,4,1,PKM2,-0.4996852453676513,gcn 4 1 PKM2
8,2,Similarity,gcn,4,1,PKM2,-0.4665612707014398,gcn 4 1 PKM2
9,2,Similarity,gcn,4,1,PKM2,-0.4375558347407638,gcn 4 1 PKM2
10,2,Similarity,gcn,4,1,PKM2,-0.41194576535317967,gcn 4 1 PKM2
11,2,Similarity,gcn,4,1,PKM2,-0.3891678373136129,gcn 4 1 PKM2
12,2,Similarity,gcn,4,1,PKM2,-0.3687768691460812,gcn 4 1 PKM2
13,2,Similarity,gcn,4,1,PKM2,0,gcn 4 1 PKM2
14,2,Similarity,gcn,4,1,PKM2,0,gcn 4 1 PKM2
15,2,Similarity,gcn,4,1,PKM2,0,gcn 4 1 PKM2
0,1,Similarity,gcn,4,1,VDR,0,gcn 4 1 VDR
1,1,Similarity,gcn,4,1,VDR,0,gcn 4 1 VDR
2,1,Similarity,gcn,4,1,VDR,0,gcn 4 1 VDR
3,2,Similarity,gcn,4,1,VDR,-0.6829973555576755,gcn 4 1 VDR
4,2,Similarity,gcn,4,1,VDR,-0.6186373089975404,gcn 4 1 VDR
5,2,Similarity,gcn,4,1,VDR,-0.5653622281619297,gcn 4 1 VDR
6,2,Similarity,gcn,4,1,VDR,-0.5205353744493392,gcn 4 1 VDR
7,2,Similarity,gcn,4,1,VDR,-0.48229482938585444,gcn 4 1 VDR
8,2,Similarity,gcn,4,1,VDR,-0.4492883655906795,gcn 4 1 VDR
9,2,Similarity,gcn,4,1,VDR,-0.42051021120081195,gcn 4 1 VDR
10,3,Similarity,gcn,4,1,VDR,-0.7903935440293623,gcn 4 1 VDR
11,11,Similarity,gcn,4,1,VDR,-3.727578784156847,gcn 4 1 VDR
12,11,Similarity,gcn,4,1,VDR,-3.5273019625001836,gcn 4 1 VDR
13,11,Similarity,gcn,4,1,VDR,-3.347448908577511,gcn 4 1 VDR
14,11,Similarity,gcn,4,1,VDR,-3.1850470380350937,gcn 4 1 VDR
15,11,Similarity,gcn,4,1,VDR,-3.0376739360731384,gcn 4 1 VDR
0,1,Similarity,gcn,4,2,ALDH1,0,gcn 4 2 ALDH1
1,8,Similarity,gcn,4,2,ALDH1,-1.3824846930144332,gcn 4 2 ALDH1
2,24,Similarity,gcn,4,2,ALDH1,-2.5230916762523172,gcn 4 2 ALDH1
3,30,Similarity,gcn,4,2,ALDH1,-0.2798278886574006,gcn 4 2 ALDH1
4,39,Similarity,gcn,4,2,ALDH1,0.21565190694305603,gcn 4 2 ALDH1
5,47,Similarity,gcn,4,2,ALDH1,-0.17542075250376055,gcn 4 2 ALDH1
6,49,Similarity,gcn,4,2,ALDH1,0.04928008858220201,gcn 4 2 ALDH1
7,53,Similarity,gcn,4,2,ALDH1,0.21292358248687338,gcn 4 2 ALDH1
8,59,Similarity,gcn,4,2,ALDH1,0.1874552327243899,gcn 4 2 ALDH1
9,66,Similarity,gcn,4,2,ALDH1,0.4688002237607072,gcn 4 2 ALDH1
10,80,Similarity,gcn,4,2,ALDH1,0.18152170263714096,gcn 4 2 ALDH1
11,94,Similarity,gcn,4,2,ALDH1,0.16554313119782993,gcn 4 2 ALDH1
12,104,Similarity,gcn,4,2,ALDH1,0.2028666959269234,gcn 4 2 ALDH1
13,109,Similarity,gcn,4,2,ALDH1,0.30498394545064533,gcn 4 2 ALDH1
14,122,Similarity,gcn,4,2,ALDH1,0.2619193699090334,gcn 4 2 ALDH1
15,125,Similarity,gcn,4,2,ALDH1,0.5509522891965788,gcn 4 2 ALDH1
0,1,Similarity,gcn,4,2,PKM2,0,gcn 4 2 PKM2
1,1,Similarity,gcn,4,2,PKM2,0.8704952078006138,gcn 4 2 PKM2
2,1,Similarity,gcn,4,2,PKM2,0.7746816658213481,gcn 4 2 PKM2
3,2,Similarity,gcn,4,2,PKM2,0,gcn 4 2 PKM2
4,2,Similarity,gcn,4,2,PKM2,0,gcn 4 2 PKM2
5,4,Similarity,gcn,4,2,PKM2,-1.16475655734966,gcn 4 2 PKM2
6,4,Similarity,gcn,4,2,PKM2,-1.0757439895552678,gcn 4 2 PKM2
7,5,Similarity,gcn,4,2,PKM2,-1.499055736102954,gcn 4 2 PKM2
8,6,Similarity,gcn,4,2,PKM2,-1.866245082805759,gcn 4 2 PKM2
9,6,Similarity,gcn,4,2,PKM2,-1.7502233389630555,gcn 4 2 PKM2
10,6,Similarity,gcn,4,2,PKM2,-1.235837296059539,gcn 4 2 PKM2
11,7,Similarity,gcn,4,2,PKM2,-1.5566713492544517,gcn 4 2 PKM2
12,7,Similarity,gcn,4,2,PKM2,-1.1063306074382437,gcn 4 2 PKM2
13,7,Similarity,gcn,4,2,PKM2,-1.0512490125680345,gcn 4 2 PKM2
14,7,Similarity,gcn,4,2,PKM2,-1.0013920607443083,gcn 4 2 PKM2
15,7,Similarity,gcn,4,2,PKM2,-0.9560500524873925,gcn 4 2 PKM2
0,1,Similarity,gcn,4,2,VDR,0,gcn 4 2 VDR
1,2,Similarity,gcn,4,2,VDR,-0.8624470265614927,gcn 4 2 VDR
2,4,Similarity,gcn,4,2,VDR,-2.2869113062833937,gcn 4 2 VDR
3,6,Similarity,gcn,4,2,VDR,-3.414986777788377,gcn 4 2 VDR
4,7,Similarity,gcn,4,2,VDR,-3.711823853985243,gcn 4 2 VDR
5,9,Similarity,gcn,4,2,VDR,-3.957535597133508,gcn 4 2 VDR
6,10,Similarity,gcn,4,2,VDR,-4.164282995594713,gcn 4 2 VDR
7,10,Similarity,gcn,4,2,VDR,-3.37606380570098,gcn 4 2 VDR
8,11,Similarity,gcn,4,2,VDR,-3.1450185591347566,gcn 4 2 VDR
9,11,Similarity,gcn,4,2,VDR,-1.682040844803248,gcn 4 2 VDR
10,12,Similarity,gcn,4,2,VDR,-1.5807870880587247,gcn 4 2 VDR
11,13,Similarity,gcn,4,2,VDR,-1.8637893920784236,gcn 4 2 VDR
12,13,Similarity,gcn,4,2,VDR,-1.4109207850000733,gcn 4 2 VDR
13,13,Similarity,gcn,4,2,VDR,-1.0042346725732543,gcn 4 2 VDR
14,13,Similarity,gcn,4,2,VDR,0,gcn 4 2 VDR
15,13,Similarity,gcn,4,2,VDR,0.6075347872146284,gcn 4 2 VDR
0,1,Similarity,gcn,4,3,ALDH1,0,gcn 4 3 ALDH1
1,5,Similarity,gcn,4,3,ALDH1,0.4608282310048111,gcn 4 3 ALDH1
2,20,Similarity,gcn,4,3,ALDH1,-0.5311771950004878,gcn 4 3 ALDH1
3,29,Similarity,gcn,4,3,ALDH1,-0.09327596288580065,gcn 4 3 ALDH1
4,36,Similarity,gcn,4,3,ALDH1,-0.3594198449050938,gcn 4 3 ALDH1
5,40,Similarity,gcn,4,3,ALDH1,0.6432094258471208,gcn 4 3 ALDH1
6,47,Similarity,gcn,4,3,ALDH1,0.542080974404219,gcn 4 3 ALDH1
7,50,Similarity,gcn,4,3,ALDH1,0.7665248969527427,gcn 4 3 ALDH1
8,55,Similarity,gcn,4,3,ALDH1,0.6748388378078038,gcn 4 3 ALDH1
9,63,Similarity,gcn,4,3,ALDH1,0.636228875103817,gcn 4 3 ALDH1
10,66,Similarity,gcn,4,3,ALDH1,0.968115747398085,gcn 4 3 ALDH1
11,68,Similarity,gcn,4,3,ALDH1,1.2415734839837242,gcn 4 3 ALDH1
12,72,Similarity,gcn,4,3,ALDH1,1.318633523525001,gcn 4 3 ALDH1
13,76,Similarity,gcn,4,3,ALDH1,1.4779991202608223,gcn 4 3 ALDH1
14,87,Similarity,gcn,4,3,ALDH1,1.6151694477723728,gcn 4 3 ALDH1
15,98,Similarity,gcn,4,3,ALDH1,1.5304230255460542,gcn 4 3 ALDH1
0,1,Similarity,gcn,4,3,PKM2,0,gcn 4 3 PKM2
1,1,Similarity,gcn,4,3,PKM2,0,gcn 4 3 PKM2
2,1,Similarity,gcn,4,3,PKM2,0,gcn 4 3 PKM2
3,1,Similarity,gcn,4,3,PKM2,0,gcn 4 3 PKM2
4,1,Similarity,gcn,4,3,PKM2,1.2698286871497135,gcn 4 3 PKM2
5,1,Similarity,gcn,4,3,PKM2,1.1647565573496603,gcn 4 3 PKM2
6,1,Similarity,gcn,4,3,PKM2,1.6136159843329017,gcn 4 3 PKM2
7,1,Similarity,gcn,4,3,PKM2,1.499055736102954,gcn 4 3 PKM2
8,1,Similarity,gcn,4,3,PKM2,1.3996838121043194,gcn 4 3 PKM2
9,1,Similarity,gcn,4,3,PKM2,2.1877791737038192,gcn 4 3 PKM2
10,1,Similarity,gcn,4,3,PKM2,2.471674592119078,gcn 4 3 PKM2
11,2,Similarity,gcn,4,3,PKM2,1.9458391865680644,gcn 4 3 PKM2
12,2,Similarity,gcn,4,3,PKM2,2.5814380840225684,gcn 4 3 PKM2
13,2,Similarity,gcn,4,3,PKM2,2.452914362658747,gcn 4 3 PKM2
14,2,Similarity,gcn,4,3,PKM2,2.670378828651489,gcn 4 3 PKM2
15,2,Similarity,gcn,4,3,PKM2,3.1868335082913077,gcn 4 3 PKM2
0,1,Similarity,gcn,4,3,VDR,0,gcn 4 3 VDR
1,2,Similarity,gcn,4,3,VDR,-0.8624470265614927,gcn 4 3 VDR
2,2,Similarity,gcn,4,3,VDR,-0.762303768761131,gcn 4 3 VDR
3,3,Similarity,gcn,4,3,VDR,-1.3659947111153508,gcn 4 3 VDR
4,4,Similarity,gcn,4,3,VDR,-1.8559119269926212,gcn 4 3 VDR
5,5,Similarity,gcn,4,3,VDR,-2.2614489126477193,gcn 4 3 VDR
6,5,Similarity,gcn,4,3,VDR,-2.0821414977973567,gcn 4 3 VDR
7,5,Similarity,gcn,4,3,VDR,-1.9291793175434173,gcn 4 3 VDR
8,5,Similarity,gcn,4,3,VDR,-1.797153462362718,gcn 4 3 VDR
9,5,Similarity,gcn,4,3,VDR,-1.6820408448032478,gcn 4 3 VDR
10,6,Similarity,gcn,4,3,VDR,-1.9759838600734059,gcn 4 3 VDR
11,9,Similarity,gcn,4,3,VDR,-2.982063027325477,gcn 4 3 VDR
12,10,Similarity,gcn,4,3,VDR,-3.1745717662501653,gcn 4 3 VDR
13,12,Similarity,gcn,4,3,VDR,-3.6821937994352623,gcn 4 3 VDR
14,12,Similarity,gcn,4,3,VDR,-3.503551741838603,gcn 4 3 VDR
15,12,Similarity,gcn,4,3,VDR,-3.3414413296804524,gcn 4 3 VDR
0,1,Similarity,gcn,4,4,ALDH1,0,gcn 4 4 ALDH1
1,11,Similarity,gcn,4,4,ALDH1,-2.3041411550240554,gcn 4 4 ALDH1
2,19,Similarity,gcn,4,4,ALDH1,-2.257503078752073,gcn 4 4 ALDH1
3,29,Similarity,gcn,4,4,ALDH1,-2.3318990721450104,gcn 4 4 ALDH1
4,33,Similarity,gcn,4,4,ALDH1,-1.5814473175824113,gcn 4 4 ALDH1
5,35,Similarity,gcn,4,4,ALDH1,-0.7601565941829613,gcn 4 4 ALDH1
6,43,Similarity,gcn,4,4,ALDH1,-0.5420809744042188,gcn 4 4 ALDH1
7,49,Similarity,gcn,4,4,ALDH1,-0.25550829898424765,gcn 4 4 ALDH1
8,54,Similarity,gcn,4,4,ALDH1,-0.037491046544878115,gcn 4 4 ALDH1
9,71,Similarity,gcn,4,4,ALDH1,-0.535771684297951,gcn 4 4 ALDH1
10,86,Similarity,gcn,4,4,ALDH1,-0.6353259592299931,gcn 4 4 ALDH1
11,96,Similarity,gcn,4,4,ALDH1,-0.2759052186630502,gcn 4 4 ALDH1
12,100,Similarity,gcn,4,4,ALDH1,-0.30430004389038423,gcn 4 4 ALDH1
13,107,Similarity,gcn,4,4,ALDH1,-0.3753648559392566,gcn 4 4 ALDH1
14,116,Similarity,gcn,4,4,ALDH1,-0.4583588973408088,gcn 4 4 ALDH1
15,118,Similarity,gcn,4,4,ALDH1,-0.4489240874935092,gcn 4 4 ALDH1
0,1,Similarity,gcn,4,4,PKM2,0,gcn 4 4 PKM2
1,1,Similarity,gcn,4,4,PKM2,0,gcn 4 4 PKM2
2,1,Similarity,gcn,4,4,PKM2,0,gcn 4 4 PKM2
3,1,Similarity,gcn,4,4,PKM2,0,gcn 4 4 PKM2
4,1,Similarity,gcn,4,4,PKM2,0,gcn 4 4 PKM2
5,1,Similarity,gcn,4,4,PKM2,0,gcn 4 4 PKM2
6,1,Similarity,gcn,4,4,PKM2,0,gcn 4 4 PKM2
7,1,Similarity,gcn,4,4,PKM2,0,gcn 4 4 PKM2
8,1,Similarity,gcn,4,4,PKM2,0,gcn 4 4 PKM2
9,2,Similarity,gcn,4,4,PKM2,-0.4375558347407638,gcn 4 4 PKM2
10,3,Similarity,gcn,4,4,PKM2,-0.8238915307063592,gcn 4 4 PKM2
11,3,Similarity,gcn,4,4,PKM2,-0.7783356746272256,gcn 4 4 PKM2
12,3,Similarity,gcn,4,4,PKM2,-0.7375537382921624,gcn 4 4 PKM2
13,4,Similarity,gcn,4,4,PKM2,-1.0512490125680343,gcn 4 4 PKM2
14,5,Similarity,gcn,4,4,PKM2,-1.3351894143257446,gcn 4 4 PKM2
15,5,Similarity,gcn,4,4,PKM2,-1.2747334033165232,gcn 4 4 PKM2
0,1,Similarity,gcn,4,4,VDR,0,gcn 4 4 VDR
1,1,Similarity,gcn,4,4,VDR,0,gcn 4 4 VDR
2,1,Similarity,gcn,4,4,VDR,0.762303768761131,gcn 4 4 VDR
3,1,Similarity,gcn,4,4,VDR,0.6829973555576755,gcn 4 4 VDR
4,1,Similarity,gcn,4,4,VDR,1.237274617995081,gcn 4 4 VDR
5,1,Similarity,gcn,4,4,VDR,1.1307244563238594,gcn 4 4 VDR
6,1,Similarity,gcn,4,4,VDR,2.0821414977973567,gcn 4 4 VDR
7,1,Similarity,gcn,4,4,VDR,2.8937689763151258,gcn 4 4 VDR
8,1,Similarity,gcn,4,4,VDR,2.6957301935440765,gcn 4 4 VDR
9,2,Similarity,gcn,4,4,VDR,2.9435714784056843,gcn 4 4 VDR
10,3,Similarity,gcn,4,4,VDR,2.7663774041027684,gcn 4 4 VDR
11,3,Similarity,gcn,4,4,VDR,2.6093051489097925,gcn 4 4 VDR
12,3,Similarity,gcn,4,4,VDR,2.4691113737501285,gcn 4 4 VDR
13,4,Similarity,gcn,4,4,VDR,2.6779591268620084,gcn 4 4 VDR
14,5,Similarity,gcn,4,4,VDR,2.2295329266245654,gcn 4 4 VDR
15,6,Similarity,gcn,4,4,VDR,1.8226043616438832,gcn 4 4 VDR
0,1,Similarity,gcn,4,5,ALDH1,0,gcn 4 5 ALDH1
1,11,Similarity,gcn,4,5,ALDH1,-0.9216564620096221,gcn 4 5 ALDH1
2,21,Similarity,gcn,4,5,ALDH1,-1.7263258837515851,gcn 4 5 ALDH1
3,26,Similarity,gcn,4,5,ALDH1,-0.8394836659722036,gcn 4 5 ALDH1
4,35,Similarity,gcn,4,5,ALDH1,-0.7188396898101868,gcn 4 5 ALDH1
5,47,Similarity,gcn,4,5,ALDH1,-0.8186301783508816,gcn 4 5 ALDH1
6,57,Similarity,gcn,4,5,ALDH1,-0.8870415944796308,gcn 4 5 ALDH1
7,60,Similarity,gcn,4,5,ALDH1,-0.5110165979684953,gcn 4 5 ALDH1
8,65,Similarity,gcn,4,5,ALDH1,-0.3749104654487798,gcn 4 5 ALDH1
9,75,Similarity,gcn,4,5,ALDH1,-0.535771684297951,gcn 4 5 ALDH1
10,78,Similarity,gcn,4,5,ALDH1,-0.36304340527428214,gcn 4 5 ALDH1
11,81,Similarity,gcn,4,5,ALDH1,0.19313365306413477,gcn 4 5 ALDH1
12,86,Similarity,gcn,4,5,ALDH1,0.35501671787211553,gcn 4 5 ALDH1
13,89,Similarity,gcn,4,5,ALDH1,0.3753648559392566,gcn 4 5 ALDH1
14,99,Similarity,gcn,4,5,ALDH1,0.3710524407044642,gcn 4 5 ALDH1
15,110,Similarity,gcn,4,5,ALDH1,0.28567896476859644,gcn 4 5 ALDH1
0,1,Similarity,gcn,4,5,PKM2,0,gcn 4 5 PKM2
1,2,Similarity,gcn,4,5,PKM2,-0.8704952078006138,gcn 4 5 PKM2
2,2,Similarity,gcn,4,5,PKM2,-0.7746816658213481,gcn 4 5 PKM2
3,2,Similarity,gcn,4,5,PKM2,-0.6978687482878483,gcn 4 5 PKM2
4,2,Similarity,gcn,4,5,PKM2,0.6349143435748568,gcn 4 5 PKM2
5,2,Similarity,gcn,4,5,PKM2,1.16475655734966,gcn 4 5 PKM2
6,2,Similarity,gcn,4,5,PKM2,1.6136159843329019,gcn 4 5 PKM2
7,2,Similarity,gcn,4,5,PKM2,1.499055736102954,gcn 4 5 PKM2
8,3,Similarity,gcn,4,5,PKM2,0.9331225414028799,gcn 4 5 PKM2
9,3,Similarity,gcn,4,5,PKM2,0.8751116694815277,gcn 4 5 PKM2
10,3,Similarity,gcn,4,5,PKM2,1.6477830614127187,gcn 4 5 PKM2
11,4,Similarity,gcn,4,5,PKM2,1.1675035119408388,gcn 4 5 PKM2
12,5,Similarity,gcn,4,5,PKM2,0.7375537382921624,gcn 4 5 PKM2
13,5,Similarity,gcn,4,5,PKM2,0.7008326750453564,gcn 4 5 PKM2
14,5,Similarity,gcn,4,5,PKM2,0.6675947071628723,gcn 4 5 PKM2
15,5,Similarity,gcn,4,5,PKM2,0.6373667016582616,gcn 4 5 PKM2
0,1,Similarity,gcn,4,5,VDR,0,gcn 4 5 VDR
1,1,Similarity,gcn,4,5,VDR,0,gcn 4 5 VDR
2,1,Similarity,gcn,4,5,VDR,0,gcn 4 5 VDR
3,2,Similarity,gcn,4,5,VDR,-0.6829973555576755,gcn 4 5 VDR
4,2,Similarity,gcn,4,5,VDR,-0.6186373089975404,gcn 4 5 VDR
5,2,Similarity,gcn,4,5,VDR,-0.5653622281619297,gcn 4 5 VDR
6,2,Similarity,gcn,4,5,VDR,-0.5205353744493392,gcn 4 5 VDR
7,2,Similarity,gcn,4,5,VDR,-0.48229482938585444,gcn 4 5 VDR
8,2,Similarity,gcn,4,5,VDR,-0.4492883655906795,gcn 4 5 VDR
9,2,Similarity,gcn,4,5,VDR,-0.42051021120081195,gcn 4 5 VDR
10,2,Similarity,gcn,4,5,VDR,-0.3951967720146812,gcn 4 5 VDR
11,2,Similarity,gcn,4,5,VDR,-0.37275787841568464,gcn 4 5 VDR
12,2,Similarity,gcn,4,5,VDR,-0.35273019625001834,gcn 4 5 VDR
13,2,Similarity,gcn,4,5,VDR,-0.33474489085775117,gcn 4 5 VDR
14,4,Similarity,gcn,4,5,VDR,-0.9555141114105279,gcn 4 5 VDR
15,5,Similarity,gcn,4,5,VDR,-1.2150695744292555,gcn 4 5 VDR
0,1,Similarity,gcn,4,6,ALDH1,0,gcn 4 6 ALDH1
1,6,Similarity,gcn,4,6,ALDH1,-1.1520705775120277,gcn 4 6 ALDH1
2,12,Similarity,gcn,4,6,ALDH1,-1.0623543900009755,gcn 4 6 ALDH1
3,18,Similarity,gcn,4,6,ALDH1,-1.0260355917438044,gcn 4 6 ALDH1
4,25,Similarity,gcn,4,6,ALDH1,-0.2875358759240749,gcn 4 6 ALDH1
5,35,Similarity,gcn,4,6,ALDH1,0,gcn 4 6 ALDH1
6,50,Similarity,gcn,4,6,ALDH1,-0.19712035432880715,gcn 4 6 ALDH1
7,73,Similarity,gcn,4,6,ALDH1,-0.7239401804553682,gcn 4 6 ALDH1
8,84,Similarity,gcn,4,6,ALDH1,-0.3749104654487798,gcn 4 6 ALDH1
9,95,Similarity,gcn,4,6,ALDH1,-0.5357716842979512,gcn 4 6 ALDH1
10,112,Similarity,gcn,4,6,ALDH1,-0.7563404276547541,gcn 4 6 ALDH1
11,122,Similarity,gcn,4,6,ALDH1,-0.7725346122565395,gcn 4 6 ALDH1
12,130,Similarity,gcn,4,6,ALDH1,-0.7607501097259624,gcn 4 6 ALDH1
13,139,Similarity,gcn,4,6,ALDH1,-0.7741900153747165,gcn 4 6 ALDH1
14,147,Similarity,gcn,4,6,ALDH1,-0.6766250389316695,gcn 4 6 ALDH1
15,156,Similarity,gcn,4,6,ALDH1,-0.612169210218422,gcn 4 6 ALDH1
0,1,Similarity,gcn,4,6,PKM2,0,gcn 4 6 PKM2
1,3,Similarity,gcn,4,6,PKM2,-1.740990415601228,gcn 4 6 PKM2
2,4,Similarity,gcn,4,6,PKM2,-0.774681665821348,gcn 4 6 PKM2
3,5,Similarity,gcn,4,6,PKM2,-1.3957374965756961,gcn 4 6 PKM2
4,5,Similarity,gcn,4,6,PKM2,-0.6349143435748563,gcn 4 6 PKM2
5,5,Similarity,gcn,4,6,PKM2,0.5823782786748302,gcn 4 6 PKM2
6,5,Similarity,gcn,4,6,PKM2,0.5378719947776345,gcn 4 6 PKM2
7,5,Similarity,gcn,4,6,PKM2,1.499055736102954,gcn 4 6 PKM2
8,5,Similarity,gcn,4,6,PKM2,2.7993676242086387,gcn 4 6 PKM2
9,5,Similarity,gcn,4,6,PKM2,2.6253350084445826,gcn 4 6 PKM2
10,5,Similarity,gcn,4,6,PKM2,2.8836203574722576,gcn 4 6 PKM2
11,5,Similarity,gcn,4,6,PKM2,2.72417486119529,gcn 4 6 PKM2
12,6,Similarity,gcn,4,6,PKM2,3.3189918223147306,gcn 4 6 PKM2
13,8,Similarity,gcn,4,6,PKM2,3.5041633752267813,gcn 4 6 PKM2
14,10,Similarity,gcn,4,6,PKM2,3.671770889395797,gcn 4 6 PKM2
15,11,Similarity,gcn,4,6,PKM2,4.461566911607831,gcn 4 6 PKM2
0,1,Similarity,gcn,4,6,VDR,0,gcn 4 6 VDR
1,7,Similarity,gcn,4,6,VDR,-5.174682159368956,gcn 4 6 VDR
2,9,Similarity,gcn,4,6,VDR,-6.09843015008905,gcn 4 6 VDR
3,9,Similarity,gcn,4,6,VDR,-5.463978844461405,gcn 4 6 VDR
4,9,Similarity,gcn,4,6,VDR,-4.9490984719803235,gcn 4 6 VDR
5,9,Similarity,gcn,4,6,VDR,-4.522897825295438,gcn 4 6 VDR
6,9,Similarity,gcn,4,6,VDR,-4.164282995594713,gcn 4 6 VDR
7,9,Similarity,gcn,4,6,VDR,-3.858358635086834,gcn 4 6 VDR
8,9,Similarity,gcn,4,6,VDR,-3.5943069247254353,gcn 4 6 VDR
9,9,Similarity,gcn,4,6,VDR,-3.364081689606496,gcn 4 6 VDR
10,9,Similarity,gcn,4,6,VDR,-3.1615741761174494,gcn 4 6 VDR
11,9,Similarity,gcn,4,6,VDR,-2.982063027325477,gcn 4 6 VDR
12,9,Similarity,gcn,4,6,VDR,-2.821841570000147,gcn 4 6 VDR
13,9,Similarity,gcn,4,6,VDR,-2.6779591268620093,gcn 4 6 VDR
14,9,Similarity,gcn,4,6,VDR,-2.548037630428075,gcn 4 6 VDR
15,9,Similarity,gcn,4,6,VDR,-2.430139148858511,gcn 4 6 VDR
0,1,Similarity,gcn,4,7,ALDH1,0,gcn 4 7 ALDH1
1,2,Similarity,gcn,4,7,ALDH1,0.23041411550240554,gcn 4 7 ALDH1
2,10,Similarity,gcn,4,7,ALDH1,-0.9295600912508537,gcn 4 7 ALDH1
3,23,Similarity,gcn,4,7,ALDH1,-1.585691369058607,gcn 4 7 ALDH1
4,31,Similarity,gcn,4,7,ALDH1,-1.5814473175824113,gcn 4 7 ALDH1
5,42,Similarity,gcn,4,7,ALDH1,-1.6372603567017627,gcn 4 7 ALDH1
6,46,Similarity,gcn,4,7,ALDH1,-1.182722125972841,gcn 4 7 ALDH1
7,51,Similarity,gcn,4,7,ALDH1,-1.1072026289317394,gcn 4 7 ALDH1
8,53,Similarity,gcn,4,7,ALDH1,-0.712329884352682,gcn 4 7 ALDH1
9,59,Similarity,gcn,4,7,ALDH1,-0.4688002237607072,gcn 4 7 ALDH1
10,63,Similarity,gcn,4,7,ALDH1,-0.15126808553095095,gcn 4 7 ALDH1
11,64,Similarity,gcn,4,7,ALDH1,0.193133653064135,gcn 4 7 ALDH1
12,68,Similarity,gcn,4,7,ALDH1,0.5578834137990389,gcn 4 7 ALDH1
13,71,Similarity,gcn,4,7,ALDH1,0.8445709258633269,gcn 4 7 ALDH1
14,80,Similarity,gcn,4,7,ALDH1,0.9603710229997897,gcn 4 7 ALDH1
15,91,Similarity,gcn,4,7,ALDH1,0.8774425346464045,gcn 4 7 ALDH1
0,1,Similarity,gcn,4,7,PKM2,0,gcn 4 7 PKM2
1,1,Similarity,gcn,4,7,PKM2,0,gcn 4 7 PKM2
2,2,Similarity,gcn,4,7,PKM2,-0.7746816658213481,gcn 4 7 PKM2
3,2,Similarity,gcn,4,7,PKM2,-0.6978687482878483,gcn 4 7 PKM2
4,2,Similarity,gcn,4,7,PKM2,-0.6349143435748567,gcn 4 7 PKM2
5,2,Similarity,gcn,4,7,PKM2,-0.58237827867483,gcn 4 7 PKM2
6,2,Similarity,gcn,4,7,PKM2,-0.5378719947776339,gcn 4 7 PKM2
